iter,outcome,term,estimate,p
667,GD,entropy,0.0,
667,GD,curvature,0.0,
667,GD,coherence,0.0,
668,FFD,entropy,0.0,
668,FFD,curvature,0.0,
668,FFD,coherence,0.0,
668,GD,entropy,0.0,
668,GD,curvature,0.0,
668,GD,coherence,0.0,
669,FFD,entropy,0.0,
669,FFD,curvature,0.0,
669,FFD,coherence,0.0,
669,GD,entropy,0.0,
669,GD,curvature,0.0,
669,GD,coherence,0.0,
670,FFD,entropy,0.0,
670,FFD,curvature,0.0,
670,FFD,coherence,0.0,
670,GD,entropy,0.0,
670,GD,curvature,0.0,
670,GD,coherence,0.0,
671,FFD,entropy,0.0,
671,FFD,curvature,0.0,
671,FFD,coherence,0.0,
671,GD,entropy,0.0,
671,GD,curvature,0.0,
671,GD,coherence,0.0,
672,FFD,entropy,0.0,
672,FFD,curvature,0.0,
672,FFD,coherence,0.0,
672,GD,entropy,0.0,
672,GD,curvature,0.0,
672,GD,coherence,0.0,
673,FFD,entropy,0.0,
673,FFD,curvature,0.0,
673,FFD,coherence,0.0,
673,GD,entropy,0.0,
673,GD,curvature,0.0,
673,GD,coherence,0.0,
674,FFD,entropy,0.0,
674,FFD,curvature,0.0,
674,FFD,coherence,0.0,
674,GD,entropy,0.0,
674,GD,curvature,0.0,
674,GD,coherence,0.0,
675,FFD,entropy,0.0,
675,FFD,curvature,0.0,
675,FFD,coherence,0.0,
675,GD,entropy,0.0,
675,GD,curvature,0.0,
675,GD,coherence,0.0,
676,FFD,entropy,0.0,
676,FFD,curvature,0.0,
676,FFD,coherence,0.0,
676,GD,entropy,0.0,
676,GD,curvature,0.0,
676,GD,coherence,0.0,
677,FFD,entropy,0.0,
677,FFD,curvature,0.0,
677,FFD,coherence,0.0,
677,GD,entropy,0.0,
677,GD,curvature,0.0,
677,GD,coherence,0.0,
678,FFD,entropy,0.0,
678,FFD,curvature,0.0,
678,FFD,coherence,0.0,
678,GD,entropy,0.0,
678,GD,curvature,0.0,
678,GD,coherence,0.0,
679,FFD,entropy,0.0,
679,FFD,curvature,0.0,
679,FFD,coherence,0.0,
679,GD,entropy,0.0,
679,GD,curvature,0.0,
679,GD,coherence,0.0,
680,FFD,entropy,0.0,
680,FFD,curvature,0.0,
680,FFD,coherence,0.0,
680,GD,entropy,0.0,
680,GD,curvature,0.0,
680,GD,coherence,0.0,
681,FFD,entropy,0.0,
681,FFD,curvature,0.0,
681,FFD,coherence,0.0,
681,GD,entropy,0.0,
681,GD,curvature,0.0,
681,GD,coherence,0.0,
682,FFD,entropy,0.0,
682,FFD,curvature,0.0,
682,FFD,coherence,0.0,
682,GD,entropy,0.0,
682,GD,curvature,0.0,
682,GD,coherence,0.0,
683,FFD,entropy,0.0,
683,FFD,curvature,0.0,
683,FFD,coherence,0.0,
683,GD,entropy,0.0,
683,GD,curvature,0.0,
683,GD,coherence,0.0,
684,FFD,entropy,0.0,
684,FFD,curvature,0.0,
684,FFD,coherence,0.0,
684,GD,entropy,0.0,
684,GD,curvature,0.0,
684,GD,coherence,0.0,
685,FFD,entropy,0.0,
685,FFD,curvature,0.0,
685,FFD,coherence,0.0,
685,GD,entropy,0.0,
685,GD,curvature,0.0,
685,GD,coherence,0.0,
686,FFD,entropy,0.0,
686,FFD,curvature,0.0,
686,FFD,coherence,0.0,
686,GD,entropy,0.0,
686,GD,curvature,0.0,
686,GD,coherence,0.0,
687,FFD,entropy,0.0,
687,FFD,curvature,0.0,
687,FFD,coherence,0.0,
687,GD,entropy,0.0,
687,GD,curvature,0.0,
687,GD,coherence,0.0,
688,FFD,entropy,0.0,
688,FFD,curvature,0.0,
688,FFD,coherence,0.0,
688,GD,entropy,0.0,
688,GD,curvature,0.0,
688,GD,coherence,0.0,
689,FFD,entropy,0.0,
689,FFD,curvature,0.0,
689,FFD,coherence,0.0,
689,GD,entropy,0.0,
689,GD,curvature,0.0,
689,GD,coherence,0.0,
690,FFD,entropy,0.0,
690,FFD,curvature,0.0,
690,FFD,coherence,0.0,
690,GD,entropy,0.0,
690,GD,curvature,0.0,
690,GD,coherence,0.0,
691,FFD,entropy,0.0,
691,FFD,curvature,0.0,
691,FFD,coherence,0.0,
691,GD,entropy,0.0,
691,GD,curvature,0.0,
691,GD,coherence,0.0,
692,FFD,entropy,0.0,
692,FFD,curvature,0.0,
692,FFD,coherence,0.0,
692,GD,entropy,0.0,
692,GD,curvature,0.0,
692,GD,coherence,0.0,
693,FFD,entropy,0.0,
693,FFD,curvature,0.0,
693,FFD,coherence,0.0,
693,GD,entropy,0.0,
693,GD,curvature,0.0,
693,GD,coherence,0.0,
694,FFD,entropy,0.0,
694,FFD,curvature,0.0,
694,FFD,coherence,0.0,
694,GD,entropy,0.0,
694,GD,curvature,0.0,
694,GD,coherence,0.0,
695,FFD,entropy,0.0,
695,FFD,curvature,0.0,
695,FFD,coherence,0.0,
695,GD,entropy,0.0,
695,GD,curvature,0.0,
695,GD,coherence,0.0,
696,FFD,entropy,0.0,
696,FFD,curvature,0.0,
696,FFD,coherence,0.0,
696,GD,entropy,0.0,
696,GD,curvature,0.0,
696,GD,coherence,0.0,
697,FFD,entropy,0.0,
697,FFD,curvature,0.0,
697,FFD,coherence,0.0,
697,GD,entropy,0.0,
697,GD,curvature,0.0,
697,GD,coherence,0.0,
698,FFD,entropy,0.0,
698,FFD,curvature,0.0,
698,FFD,coherence,0.0,
698,GD,entropy,0.0,
698,GD,curvature,0.0,
698,GD,coherence,0.0,
699,FFD,entropy,0.0,
699,FFD,curvature,0.0,
699,FFD,coherence,0.0,
699,GD,entropy,0.0,
699,GD,curvature,0.0,
699,GD,coherence,0.0,
700,FFD,entropy,0.0,
700,FFD,curvature,0.0,
700,FFD,coherence,0.0,
700,GD,entropy,0.0,
700,GD,curvature,0.0,
700,GD,coherence,0.0,
701,FFD,entropy,0.0,
701,FFD,curvature,0.0,
701,FFD,coherence,0.0,
701,GD,entropy,0.0,
701,GD,curvature,0.0,
701,GD,coherence,0.0,
702,FFD,entropy,0.0,
702,FFD,curvature,0.0,
702,FFD,coherence,0.0,
702,GD,entropy,0.0,
702,GD,curvature,0.0,
702,GD,coherence,0.0,
703,FFD,entropy,0.0,
703,FFD,curvature,0.0,
703,FFD,coherence,0.0,
703,GD,entropy,0.0,
703,GD,curvature,0.0,
703,GD,coherence,0.0,
704,FFD,entropy,0.0,
704,FFD,curvature,0.0,
704,FFD,coherence,0.0,
704,GD,entropy,0.0,
704,GD,curvature,0.0,
704,GD,coherence,0.0,
705,FFD,entropy,0.0,
705,FFD,curvature,0.0,
705,FFD,coherence,0.0,
705,GD,entropy,0.0,
705,GD,curvature,0.0,
705,GD,coherence,0.0,
706,FFD,entropy,0.0,
706,FFD,curvature,0.0,
706,FFD,coherence,0.0,
706,GD,entropy,0.0,
706,GD,curvature,0.0,
706,GD,coherence,0.0,
707,FFD,entropy,0.0,
707,FFD,curvature,0.0,
707,FFD,coherence,0.0,
707,GD,entropy,0.0,
707,GD,curvature,0.0,
707,GD,coherence,0.0,
708,FFD,entropy,0.0,
708,FFD,curvature,0.0,
708,FFD,coherence,0.0,
708,GD,entropy,0.0,
708,GD,curvature,0.0,
708,GD,coherence,0.0,
709,FFD,entropy,0.0,
709,FFD,curvature,0.0,
709,FFD,coherence,0.0,
709,GD,entropy,0.0,
709,GD,curvature,0.0,
709,GD,coherence,0.0,
710,FFD,entropy,0.0,
710,FFD,curvature,0.0,
710,FFD,coherence,0.0,
710,GD,entropy,0.0,
710,GD,curvature,0.0,
710,GD,coherence,0.0,
711,FFD,entropy,0.0,
711,FFD,curvature,0.0,
711,FFD,coherence,0.0,
711,GD,entropy,0.0,
711,GD,curvature,0.0,
711,GD,coherence,0.0,
712,FFD,entropy,0.0,
712,FFD,curvature,0.0,
712,FFD,coherence,0.0,
712,GD,entropy,0.0,
712,GD,curvature,0.0,
712,GD,coherence,0.0,
713,FFD,entropy,0.0,
713,FFD,curvature,0.0,
713,FFD,coherence,0.0,
713,GD,entropy,0.0,
713,GD,curvature,0.0,
713,GD,coherence,0.0,
714,FFD,entropy,0.0,
714,FFD,curvature,0.0,
714,FFD,coherence,0.0,
714,GD,entropy,0.0,
714,GD,curvature,0.0,
714,GD,coherence,0.0,
715,FFD,entropy,0.0,
715,FFD,curvature,0.0,
715,FFD,coherence,0.0,
715,GD,entropy,0.0,
715,GD,curvature,0.0,
715,GD,coherence,0.0,
716,FFD,entropy,0.0,
716,FFD,curvature,0.0,
716,FFD,coherence,0.0,
716,GD,entropy,0.0,
716,GD,curvature,0.0,
716,GD,coherence,0.0,
717,FFD,entropy,0.0,
717,FFD,curvature,0.0,
717,FFD,coherence,0.0,
717,GD,entropy,0.0,
717,GD,curvature,0.0,
717,GD,coherence,0.0,
718,FFD,entropy,0.0,
718,FFD,curvature,0.0,
718,FFD,coherence,0.0,
718,GD,entropy,0.0,
718,GD,curvature,0.0,
718,GD,coherence,0.0,
719,FFD,entropy,0.0,
719,FFD,curvature,0.0,
719,FFD,coherence,0.0,
719,GD,entropy,0.0,
719,GD,curvature,0.0,
719,GD,coherence,0.0,
720,FFD,entropy,0.0,
720,FFD,curvature,0.0,
720,FFD,coherence,0.0,
720,GD,entropy,0.0,
720,GD,curvature,0.0,
720,GD,coherence,0.0,
721,FFD,entropy,0.0,
721,FFD,curvature,0.0,
721,FFD,coherence,0.0,
721,GD,entropy,0.0,
721,GD,curvature,0.0,
721,GD,coherence,0.0,
722,FFD,entropy,0.0,
722,FFD,curvature,0.0,
722,FFD,coherence,0.0,
722,GD,entropy,0.0,
722,GD,curvature,0.0,
722,GD,coherence,0.0,
723,FFD,entropy,0.0,
723,FFD,curvature,0.0,
723,FFD,coherence,0.0,
723,GD,entropy,0.0,
723,GD,curvature,0.0,
723,GD,coherence,0.0,
724,FFD,entropy,0.0,
724,FFD,curvature,0.0,
724,FFD,coherence,0.0,
724,GD,entropy,0.0,
724,GD,curvature,0.0,
724,GD,coherence,0.0,
725,FFD,entropy,0.0,
725,FFD,curvature,0.0,
725,FFD,coherence,0.0,
725,GD,entropy,0.0,
725,GD,curvature,0.0,
725,GD,coherence,0.0,
726,FFD,entropy,0.0,
726,FFD,curvature,0.0,
726,FFD,coherence,0.0,
726,GD,entropy,0.0,
726,GD,curvature,0.0,
726,GD,coherence,0.0,
727,FFD,entropy,0.0,
727,FFD,curvature,0.0,
727,FFD,coherence,0.0,
727,GD,entropy,0.0,
727,GD,curvature,0.0,
727,GD,coherence,0.0,
728,FFD,entropy,0.0,
728,FFD,curvature,0.0,
728,FFD,coherence,0.0,
728,GD,entropy,0.0,
728,GD,curvature,0.0,
728,GD,coherence,0.0,
729,FFD,entropy,0.0,
729,FFD,curvature,0.0,
729,FFD,coherence,0.0,
729,GD,entropy,0.0,
729,GD,curvature,0.0,
729,GD,coherence,0.0,
730,FFD,entropy,0.0,
730,FFD,curvature,0.0,
730,FFD,coherence,0.0,
730,GD,entropy,0.0,
730,GD,curvature,0.0,
730,GD,coherence,0.0,
731,FFD,entropy,0.0,
731,FFD,curvature,0.0,
731,FFD,coherence,0.0,
731,GD,entropy,0.0,
731,GD,curvature,0.0,
731,GD,coherence,0.0,
732,FFD,entropy,0.0,
732,FFD,curvature,0.0,
732,FFD,coherence,0.0,
732,GD,entropy,0.0,
732,GD,curvature,0.0,
732,GD,coherence,0.0,
733,FFD,entropy,0.0,
733,FFD,curvature,0.0,
733,FFD,coherence,0.0,
733,GD,entropy,0.0,
733,GD,curvature,0.0,
733,GD,coherence,0.0,
734,FFD,entropy,0.0,
734,FFD,curvature,0.0,
734,FFD,coherence,0.0,
734,GD,entropy,0.0,
734,GD,curvature,0.0,
734,GD,coherence,0.0,
735,FFD,entropy,0.0,
735,FFD,curvature,0.0,
735,FFD,coherence,0.0,
735,GD,entropy,0.0,
735,GD,curvature,0.0,
735,GD,coherence,0.0,
736,FFD,entropy,0.0,
736,FFD,curvature,0.0,
736,FFD,coherence,0.0,
736,GD,entropy,0.0,
736,GD,curvature,0.0,
736,GD,coherence,0.0,
737,FFD,entropy,0.0,
737,FFD,curvature,0.0,
737,FFD,coherence,0.0,
737,GD,entropy,0.0,
737,GD,curvature,0.0,
737,GD,coherence,0.0,
738,FFD,entropy,0.0,
738,FFD,curvature,0.0,
738,FFD,coherence,0.0,
738,GD,entropy,0.0,
738,GD,curvature,0.0,
738,GD,coherence,0.0,
739,FFD,entropy,0.0,
739,FFD,curvature,0.0,
739,FFD,coherence,0.0,
739,GD,entropy,0.0,
739,GD,curvature,0.0,
739,GD,coherence,0.0,
740,FFD,entropy,0.0,
740,FFD,curvature,0.0,
740,FFD,coherence,0.0,
740,GD,entropy,0.0,
740,GD,curvature,0.0,
740,GD,coherence,0.0,
741,FFD,entropy,0.0,
741,FFD,curvature,0.0,
741,FFD,coherence,0.0,
741,GD,entropy,0.0,
741,GD,curvature,0.0,
741,GD,coherence,0.0,
742,FFD,entropy,0.0,
742,FFD,curvature,0.0,
742,FFD,coherence,0.0,
742,GD,entropy,0.0,
742,GD,curvature,0.0,
742,GD,coherence,0.0,
743,FFD,entropy,0.0,
743,FFD,curvature,0.0,
743,FFD,coherence,0.0,
743,GD,entropy,0.0,
743,GD,curvature,0.0,
743,GD,coherence,0.0,
744,FFD,entropy,0.0,
744,FFD,curvature,0.0,
744,FFD,coherence,0.0,
744,GD,entropy,0.0,
744,GD,curvature,0.0,
744,GD,coherence,0.0,
745,FFD,entropy,0.0,
745,FFD,curvature,0.0,
745,FFD,coherence,0.0,
745,GD,entropy,0.0,
745,GD,curvature,0.0,
745,GD,coherence,0.0,
746,FFD,entropy,0.0,
746,FFD,curvature,0.0,
746,FFD,coherence,0.0,
746,GD,entropy,0.0,
746,GD,curvature,0.0,
746,GD,coherence,0.0,
747,FFD,entropy,0.0,
747,FFD,curvature,0.0,
747,FFD,coherence,0.0,
747,GD,entropy,0.0,
747,GD,curvature,0.0,
747,GD,coherence,0.0,
748,FFD,entropy,0.0,
748,FFD,curvature,0.0,
748,FFD,coherence,0.0,
748,GD,entropy,0.0,
748,GD,curvature,0.0,
748,GD,coherence,0.0,
749,FFD,entropy,0.0,
749,FFD,curvature,0.0,
749,FFD,coherence,0.0,
749,GD,entropy,0.0,
749,GD,curvature,0.0,
749,GD,coherence,0.0,
750,FFD,entropy,0.0,
750,FFD,curvature,0.0,
750,FFD,coherence,0.0,
750,GD,entropy,0.0,
750,GD,curvature,0.0,
750,GD,coherence,0.0,
751,FFD,entropy,0.0,
751,FFD,curvature,0.0,
751,FFD,coherence,0.0,
751,GD,entropy,0.0,
751,GD,curvature,0.0,
751,GD,coherence,0.0,
752,FFD,entropy,0.0,
752,FFD,curvature,0.0,
752,FFD,coherence,0.0,
752,GD,entropy,0.0,
752,GD,curvature,0.0,
752,GD,coherence,0.0,
753,FFD,entropy,0.0,
753,FFD,curvature,0.0,
753,FFD,coherence,0.0,
753,GD,entropy,0.0,
753,GD,curvature,0.0,
753,GD,coherence,0.0,
754,FFD,entropy,0.0,
754,FFD,curvature,0.0,
754,FFD,coherence,0.0,
754,GD,entropy,0.0,
754,GD,curvature,0.0,
754,GD,coherence,0.0,
755,FFD,entropy,0.0,
755,FFD,curvature,0.0,
755,FFD,coherence,0.0,
755,GD,entropy,0.0,
755,GD,curvature,0.0,
755,GD,coherence,0.0,
756,FFD,entropy,0.0,
756,FFD,curvature,0.0,
756,FFD,coherence,0.0,
756,GD,entropy,0.0,
756,GD,curvature,0.0,
756,GD,coherence,0.0,
757,FFD,entropy,0.0,
757,FFD,curvature,0.0,
757,FFD,coherence,0.0,
757,GD,entropy,0.0,
757,GD,curvature,0.0,
757,GD,coherence,0.0,
758,FFD,entropy,0.0,
758,FFD,curvature,0.0,
758,FFD,coherence,0.0,
758,GD,entropy,0.0,
758,GD,curvature,0.0,
758,GD,coherence,0.0,
759,FFD,entropy,0.0,
759,FFD,curvature,0.0,
759,FFD,coherence,0.0,
759,GD,entropy,0.0,
759,GD,curvature,0.0,
759,GD,coherence,0.0,
760,FFD,entropy,0.0,
760,FFD,curvature,0.0,
760,FFD,coherence,0.0,
760,GD,entropy,0.0,
760,GD,curvature,0.0,
760,GD,coherence,0.0,
761,FFD,entropy,0.0,
761,FFD,curvature,0.0,
761,FFD,coherence,0.0,
761,GD,entropy,0.0,
761,GD,curvature,0.0,
761,GD,coherence,0.0,
762,FFD,entropy,0.0,
762,FFD,curvature,0.0,
762,FFD,coherence,0.0,
762,GD,entropy,0.0,
762,GD,curvature,0.0,
762,GD,coherence,0.0,
763,FFD,entropy,0.0,
763,FFD,curvature,0.0,
763,FFD,coherence,0.0,
763,GD,entropy,0.0,
763,GD,curvature,0.0,
763,GD,coherence,0.0,
764,FFD,entropy,0.0,
764,FFD,curvature,0.0,
764,FFD,coherence,0.0,
764,GD,entropy,0.0,
764,GD,curvature,0.0,
764,GD,coherence,0.0,
765,FFD,entropy,0.0,
765,FFD,curvature,0.0,
765,FFD,coherence,0.0,
765,GD,entropy,0.0,
765,GD,curvature,0.0,
765,GD,coherence,0.0,
766,FFD,entropy,0.0,
766,FFD,curvature,0.0,
766,FFD,coherence,0.0,
766,GD,entropy,0.0,
766,GD,curvature,0.0,
766,GD,coherence,0.0,
767,FFD,entropy,0.0,
767,FFD,curvature,0.0,
767,FFD,coherence,0.0,
767,GD,entropy,0.0,
767,GD,curvature,0.0,
767,GD,coherence,0.0,
768,FFD,entropy,0.0,
768,FFD,curvature,0.0,
768,FFD,coherence,0.0,
768,GD,entropy,0.0,
768,GD,curvature,0.0,
768,GD,coherence,0.0,
769,FFD,entropy,0.0,
769,FFD,curvature,0.0,
769,FFD,coherence,0.0,
769,GD,entropy,0.0,
769,GD,curvature,0.0,
769,GD,coherence,0.0,
770,FFD,entropy,0.0,
770,FFD,curvature,0.0,
770,FFD,coherence,0.0,
770,GD,entropy,0.0,
770,GD,curvature,0.0,
770,GD,coherence,0.0,
771,FFD,entropy,0.0,
771,FFD,curvature,0.0,
771,FFD,coherence,0.0,
771,GD,entropy,0.0,
771,GD,curvature,0.0,
771,GD,coherence,0.0,
772,FFD,entropy,0.0,
772,FFD,curvature,0.0,
772,FFD,coherence,0.0,
772,GD,entropy,0.0,
772,GD,curvature,0.0,
772,GD,coherence,0.0,
773,FFD,entropy,0.0,
773,FFD,curvature,0.0,
773,FFD,coherence,0.0,
773,GD,entropy,0.0,
773,GD,curvature,0.0,
773,GD,coherence,0.0,
774,FFD,entropy,0.0,
774,FFD,curvature,0.0,
774,FFD,coherence,0.0,
774,GD,entropy,0.0,
774,GD,curvature,0.0,
774,GD,coherence,0.0,
775,FFD,entropy,0.0,
775,FFD,curvature,0.0,
775,FFD,coherence,0.0,
775,GD,entropy,0.0,
775,GD,curvature,0.0,
775,GD,coherence,0.0,
776,FFD,entropy,0.0,
776,FFD,curvature,0.0,
776,FFD,coherence,0.0,
776,GD,entropy,0.0,
776,GD,curvature,0.0,
776,GD,coherence,0.0,
777,FFD,entropy,0.0,
777,FFD,curvature,0.0,
777,FFD,coherence,0.0,
777,GD,entropy,0.0,
777,GD,curvature,0.0,
777,GD,coherence,0.0,
778,FFD,entropy,0.0,
778,FFD,curvature,0.0,
778,FFD,coherence,0.0,
778,GD,entropy,0.0,
778,GD,curvature,0.0,
778,GD,coherence,0.0,
779,FFD,entropy,0.0,
779,FFD,curvature,0.0,
779,FFD,coherence,0.0,
779,GD,entropy,0.0,
779,GD,curvature,0.0,
779,GD,coherence,0.0,
780,FFD,entropy,0.0,
780,FFD,curvature,0.0,
780,FFD,coherence,0.0,
780,GD,entropy,0.0,
780,GD,curvature,0.0,
780,GD,coherence,0.0,
781,FFD,entropy,0.0,
781,FFD,curvature,0.0,
781,FFD,coherence,0.0,
781,GD,entropy,0.0,
781,GD,curvature,0.0,
781,GD,coherence,0.0,
782,FFD,entropy,0.0,
782,FFD,curvature,0.0,
782,FFD,coherence,0.0,
782,GD,entropy,0.0,
782,GD,curvature,0.0,
782,GD,coherence,0.0,
783,FFD,entropy,0.0,
783,FFD,curvature,0.0,
783,FFD,coherence,0.0,
783,GD,entropy,0.0,
783,GD,curvature,0.0,
783,GD,coherence,0.0,
784,FFD,entropy,0.0,
784,FFD,curvature,0.0,
784,FFD,coherence,0.0,
784,GD,entropy,0.0,
784,GD,curvature,0.0,
784,GD,coherence,0.0,
785,FFD,entropy,0.0,
785,FFD,curvature,0.0,
785,FFD,coherence,0.0,
785,GD,entropy,0.0,
785,GD,curvature,0.0,
785,GD,coherence,0.0,
786,FFD,entropy,0.0,
786,FFD,curvature,0.0,
786,FFD,coherence,0.0,
786,GD,entropy,0.0,
786,GD,curvature,0.0,
786,GD,coherence,0.0,
787,FFD,entropy,0.0,
787,FFD,curvature,0.0,
787,FFD,coherence,0.0,
787,GD,entropy,0.0,
787,GD,curvature,0.0,
787,GD,coherence,0.0,
788,FFD,entropy,0.0,
788,FFD,curvature,0.0,
788,FFD,coherence,0.0,
788,GD,entropy,0.0,
788,GD,curvature,0.0,
788,GD,coherence,0.0,
789,FFD,entropy,0.0,
789,FFD,curvature,0.0,
789,FFD,coherence,0.0,
789,GD,entropy,0.0,
789,GD,curvature,0.0,
789,GD,coherence,0.0,
790,FFD,entropy,0.0,
790,FFD,curvature,0.0,
790,FFD,coherence,0.0,
790,GD,entropy,0.0,
790,GD,curvature,0.0,
790,GD,coherence,0.0,
791,FFD,entropy,0.0,
791,FFD,curvature,0.0,
791,FFD,coherence,0.0,
791,GD,entropy,0.0,
791,GD,curvature,0.0,
791,GD,coherence,0.0,
792,FFD,entropy,0.0,
792,FFD,curvature,0.0,
792,FFD,coherence,0.0,
792,GD,entropy,0.0,
792,GD,curvature,0.0,
792,GD,coherence,0.0,
793,FFD,entropy,0.0,
793,FFD,curvature,0.0,
793,FFD,coherence,0.0,
793,GD,entropy,0.0,
793,GD,curvature,0.0,
793,GD,coherence,0.0,
794,FFD,entropy,0.0,
794,FFD,curvature,0.0,
794,FFD,coherence,0.0,
794,GD,entropy,0.0,
794,GD,curvature,0.0,
794,GD,coherence,0.0,
795,FFD,entropy,0.0,
795,FFD,curvature,0.0,
795,FFD,coherence,0.0,
795,GD,entropy,0.0,
795,GD,curvature,0.0,
795,GD,coherence,0.0,
796,FFD,entropy,0.0,
796,FFD,curvature,0.0,
796,FFD,coherence,0.0,
796,GD,entropy,0.0,
796,GD,curvature,0.0,
796,GD,coherence,0.0,
797,FFD,entropy,0.0,
797,FFD,curvature,0.0,
797,FFD,coherence,0.0,
797,GD,entropy,0.0,
797,GD,curvature,0.0,
797,GD,coherence,0.0,
798,FFD,entropy,0.0,
798,FFD,curvature,0.0,
798,FFD,coherence,0.0,
798,GD,entropy,0.0,
798,GD,curvature,0.0,
798,GD,coherence,0.0,
799,FFD,entropy,0.0,
799,FFD,curvature,0.0,
799,FFD,coherence,0.0,
799,GD,entropy,0.0,
799,GD,curvature,0.0,
799,GD,coherence,0.0,
800,FFD,entropy,0.0,
800,FFD,curvature,0.0,
800,FFD,coherence,0.0,
800,GD,entropy,0.0,
800,GD,curvature,0.0,
800,GD,coherence,0.0,
801,FFD,entropy,0.0,
801,FFD,curvature,0.0,
801,FFD,coherence,0.0,
801,GD,entropy,0.0,
801,GD,curvature,0.0,
801,GD,coherence,0.0,
802,FFD,entropy,0.0,
802,FFD,curvature,0.0,
802,FFD,coherence,0.0,
802,GD,entropy,0.0,
802,GD,curvature,0.0,
802,GD,coherence,0.0,
803,FFD,entropy,0.0,
803,FFD,curvature,0.0,
803,FFD,coherence,0.0,
803,GD,entropy,0.0,
803,GD,curvature,0.0,
803,GD,coherence,0.0,
804,FFD,entropy,0.0,
804,FFD,curvature,0.0,
804,FFD,coherence,0.0,
804,GD,entropy,0.0,
804,GD,curvature,0.0,
804,GD,coherence,0.0,
805,FFD,entropy,0.0,
805,FFD,curvature,0.0,
805,FFD,coherence,0.0,
805,GD,entropy,0.0,
805,GD,curvature,0.0,
805,GD,coherence,0.0,
806,FFD,entropy,0.0,
806,FFD,curvature,0.0,
806,FFD,coherence,0.0,
806,GD,entropy,0.0,
806,GD,curvature,0.0,
806,GD,coherence,0.0,
807,FFD,entropy,0.0,
807,FFD,curvature,0.0,
807,FFD,coherence,0.0,
807,GD,entropy,0.0,
807,GD,curvature,0.0,
807,GD,coherence,0.0,
808,FFD,entropy,0.0,
808,FFD,curvature,0.0,
808,FFD,coherence,0.0,
808,GD,entropy,0.0,
808,GD,curvature,0.0,
808,GD,coherence,0.0,
809,FFD,entropy,0.0,
809,FFD,curvature,0.0,
809,FFD,coherence,0.0,
809,GD,entropy,0.0,
809,GD,curvature,0.0,
809,GD,coherence,0.0,
810,FFD,entropy,0.0,
810,FFD,curvature,0.0,
810,FFD,coherence,0.0,
810,GD,entropy,0.0,
810,GD,curvature,0.0,
810,GD,coherence,0.0,
811,FFD,entropy,0.0,
811,FFD,curvature,0.0,
811,FFD,coherence,0.0,
811,GD,entropy,0.0,
811,GD,curvature,0.0,
811,GD,coherence,0.0,
812,FFD,entropy,0.0,
812,FFD,curvature,0.0,
812,FFD,coherence,0.0,
812,GD,entropy,0.0,
812,GD,curvature,0.0,
812,GD,coherence,0.0,
813,FFD,entropy,0.0,
813,FFD,curvature,0.0,
813,FFD,coherence,0.0,
813,GD,entropy,0.0,
813,GD,curvature,0.0,
813,GD,coherence,0.0,
814,FFD,entropy,0.0,
814,FFD,curvature,0.0,
814,FFD,coherence,0.0,
814,GD,entropy,0.0,
814,GD,curvature,0.0,
814,GD,coherence,0.0,
815,FFD,entropy,0.0,
815,FFD,curvature,0.0,
815,FFD,coherence,0.0,
815,GD,entropy,0.0,
815,GD,curvature,0.0,
815,GD,coherence,0.0,
816,FFD,entropy,0.0,
816,FFD,curvature,0.0,
816,FFD,coherence,0.0,
816,GD,entropy,0.0,
816,GD,curvature,0.0,
816,GD,coherence,0.0,
817,FFD,entropy,0.0,
817,FFD,curvature,0.0,
817,FFD,coherence,0.0,
817,GD,entropy,0.0,
817,GD,curvature,0.0,
817,GD,coherence,0.0,
818,FFD,entropy,0.0,
818,FFD,curvature,0.0,
818,FFD,coherence,0.0,
818,GD,entropy,0.0,
818,GD,curvature,0.0,
818,GD,coherence,0.0,
819,FFD,entropy,0.0,
819,FFD,curvature,0.0,
819,FFD,coherence,0.0,
819,GD,entropy,0.0,
819,GD,curvature,0.0,
819,GD,coherence,0.0,
820,FFD,entropy,0.0,
820,FFD,curvature,0.0,
820,FFD,coherence,0.0,
820,GD,entropy,0.0,
820,GD,curvature,0.0,
820,GD,coherence,0.0,
821,FFD,entropy,0.0,
821,FFD,curvature,0.0,
821,FFD,coherence,0.0,
821,GD,entropy,0.0,
821,GD,curvature,0.0,
821,GD,coherence,0.0,
822,FFD,entropy,0.0,
822,FFD,curvature,0.0,
822,FFD,coherence,0.0,
822,GD,entropy,0.0,
822,GD,curvature,0.0,
822,GD,coherence,0.0,
823,FFD,entropy,0.0,
823,FFD,curvature,0.0,
823,FFD,coherence,0.0,
823,GD,entropy,0.0,
823,GD,curvature,0.0,
823,GD,coherence,0.0,
824,FFD,entropy,0.0,
824,FFD,curvature,0.0,
824,FFD,coherence,0.0,
824,GD,entropy,0.0,
824,GD,curvature,0.0,
824,GD,coherence,0.0,
825,FFD,entropy,0.0,
825,FFD,curvature,0.0,
825,FFD,coherence,0.0,
825,GD,entropy,0.0,
825,GD,curvature,0.0,
825,GD,coherence,0.0,
826,FFD,entropy,0.0,
826,FFD,curvature,0.0,
826,FFD,coherence,0.0,
826,GD,entropy,0.0,
826,GD,curvature,0.0,
826,GD,coherence,0.0,
827,FFD,entropy,0.0,
827,FFD,curvature,0.0,
827,FFD,coherence,0.0,
827,GD,entropy,0.0,
827,GD,curvature,0.0,
827,GD,coherence,0.0,
828,FFD,entropy,0.0,
