iter,outcome,term,estimate,p
828,FFD,curvature,0.0,
828,FFD,coherence,0.0,
828,GD,entropy,0.0,
828,GD,curvature,0.0,
828,GD,coherence,0.0,
829,FFD,entropy,0.0,
829,FFD,curvature,0.0,
829,FFD,coherence,0.0,
829,GD,entropy,0.0,
829,GD,curvature,0.0,
829,GD,coherence,0.0,
830,FFD,entropy,0.0,
830,FFD,curvature,0.0,
830,FFD,coherence,0.0,
830,GD,entropy,0.0,
830,GD,curvature,0.0,
830,GD,coherence,0.0,
831,FFD,entropy,0.0,
831,FFD,curvature,0.0,
831,FFD,coherence,0.0,
831,GD,entropy,0.0,
831,GD,curvature,0.0,
831,GD,coherence,0.0,
832,FFD,entropy,0.0,
832,FFD,curvature,0.0,
832,FFD,coherence,0.0,
832,GD,entropy,0.0,
832,GD,curvature,0.0,
832,GD,coherence,0.0,
833,FFD,entropy,0.0,
833,FFD,curvature,0.0,
833,FFD,coherence,0.0,
833,GD,entropy,0.0,
833,GD,curvature,0.0,
833,GD,coherence,0.0,
834,FFD,entropy,0.0,
834,FFD,curvature,0.0,
834,FFD,coherence,0.0,
834,GD,entropy,0.0,
834,GD,curvature,0.0,
834,GD,coherence,0.0,
835,FFD,entropy,0.0,
835,FFD,curvature,0.0,
835,FFD,coherence,0.0,
835,GD,entropy,0.0,
835,GD,curvature,0.0,
835,GD,coherence,0.0,
836,FFD,entropy,0.0,
836,FFD,curvature,0.0,
836,FFD,coherence,0.0,
836,GD,entropy,0.0,
836,GD,curvature,0.0,
836,GD,coherence,0.0,
837,FFD,entropy,0.0,
837,FFD,curvature,0.0,
837,FFD,coherence,0.0,
837,GD,entropy,0.0,
837,GD,curvature,0.0,
837,GD,coherence,0.0,
838,FFD,entropy,0.0,
838,FFD,curvature,0.0,
838,FFD,coherence,0.0,
838,GD,entropy,0.0,
838,GD,curvature,0.0,
838,GD,coherence,0.0,
839,FFD,entropy,0.0,
839,FFD,curvature,0.0,
839,FFD,coherence,0.0,
839,GD,entropy,0.0,
839,GD,curvature,0.0,
839,GD,coherence,0.0,
840,FFD,entropy,0.0,
840,FFD,curvature,0.0,
840,FFD,coherence,0.0,
840,GD,entropy,0.0,
840,GD,curvature,0.0,
840,GD,coherence,0.0,
841,FFD,entropy,0.0,
841,FFD,curvature,0.0,
841,FFD,coherence,0.0,
841,GD,entropy,0.0,
841,GD,curvature,0.0,
841,GD,coherence,0.0,
842,FFD,entropy,0.0,
842,FFD,curvature,0.0,
842,FFD,coherence,0.0,
842,GD,entropy,0.0,
842,GD,curvature,0.0,
842,GD,coherence,0.0,
843,FFD,entropy,0.0,
843,FFD,curvature,0.0,
843,FFD,coherence,0.0,
843,GD,entropy,0.0,
843,GD,curvature,0.0,
843,GD,coherence,0.0,
844,FFD,entropy,0.0,
844,FFD,curvature,0.0,
844,FFD,coherence,0.0,
844,GD,entropy,0.0,
844,GD,curvature,0.0,
844,GD,coherence,0.0,
845,FFD,entropy,0.0,
845,FFD,curvature,0.0,
845,FFD,coherence,0.0,
845,GD,entropy,0.0,
845,GD,curvature,0.0,
845,GD,coherence,0.0,
846,FFD,entropy,0.0,
846,FFD,curvature,0.0,
846,FFD,coherence,0.0,
846,GD,entropy,0.0,
846,GD,curvature,0.0,
846,GD,coherence,0.0,
847,FFD,entropy,0.0,
847,FFD,curvature,0.0,
847,FFD,coherence,0.0,
847,GD,entropy,0.0,
847,GD,curvature,0.0,
847,GD,coherence,0.0,
848,FFD,entropy,0.0,
848,FFD,curvature,0.0,
848,FFD,coherence,0.0,
848,GD,entropy,0.0,
848,GD,curvature,0.0,
848,GD,coherence,0.0,
849,FFD,entropy,0.0,
849,FFD,curvature,0.0,
849,FFD,coherence,0.0,
849,GD,entropy,0.0,
849,GD,curvature,0.0,
849,GD,coherence,0.0,
850,FFD,entropy,0.0,
850,FFD,curvature,0.0,
850,FFD,coherence,0.0,
850,GD,entropy,0.0,
850,GD,curvature,0.0,
850,GD,coherence,0.0,
851,FFD,entropy,0.0,
851,FFD,curvature,0.0,
851,FFD,coherence,0.0,
851,GD,entropy,0.0,
851,GD,curvature,0.0,
851,GD,coherence,0.0,
852,FFD,entropy,0.0,
852,FFD,curvature,0.0,
852,FFD,coherence,0.0,
852,GD,entropy,0.0,
852,GD,curvature,0.0,
852,GD,coherence,0.0,
853,FFD,entropy,0.0,
853,FFD,curvature,0.0,
853,FFD,coherence,0.0,
853,GD,entropy,0.0,
853,GD,curvature,0.0,
853,GD,coherence,0.0,
854,FFD,entropy,0.0,
854,FFD,curvature,0.0,
854,FFD,coherence,0.0,
854,GD,entropy,0.0,
854,GD,curvature,0.0,
854,GD,coherence,0.0,
855,FFD,entropy,0.0,
855,FFD,curvature,0.0,
855,FFD,coherence,0.0,
855,GD,entropy,0.0,
855,GD,curvature,0.0,
855,GD,coherence,0.0,
856,FFD,entropy,0.0,
856,FFD,curvature,0.0,
856,FFD,coherence,0.0,
856,GD,entropy,0.0,
856,GD,curvature,0.0,
856,GD,coherence,0.0,
857,FFD,entropy,0.0,
857,FFD,curvature,0.0,
857,FFD,coherence,0.0,
857,GD,entropy,0.0,
857,GD,curvature,0.0,
857,GD,coherence,0.0,
858,FFD,entropy,0.0,
858,FFD,curvature,0.0,
858,FFD,coherence,0.0,
858,GD,entropy,0.0,
858,GD,curvature,0.0,
858,GD,coherence,0.0,
859,FFD,entropy,0.0,
859,FFD,curvature,0.0,
859,FFD,coherence,0.0,
859,GD,entropy,0.0,
859,GD,curvature,0.0,
859,GD,coherence,0.0,
860,FFD,entropy,0.0,
860,FFD,curvature,0.0,
860,FFD,coherence,0.0,
860,GD,entropy,0.0,
860,GD,curvature,0.0,
860,GD,coherence,0.0,
861,FFD,entropy,0.0,
861,FFD,curvature,0.0,
861,FFD,coherence,0.0,
861,GD,entropy,0.0,
861,GD,curvature,0.0,
861,GD,coherence,0.0,
862,FFD,entropy,0.0,
862,FFD,curvature,0.0,
862,FFD,coherence,0.0,
862,GD,entropy,0.0,
862,GD,curvature,0.0,
862,GD,coherence,0.0,
863,FFD,entropy,0.0,
863,FFD,curvature,0.0,
863,FFD,coherence,0.0,
863,GD,entropy,0.0,
863,GD,curvature,0.0,
863,GD,coherence,0.0,
864,FFD,entropy,0.0,
864,FFD,curvature,0.0,
864,FFD,coherence,0.0,
864,GD,entropy,0.0,
864,GD,curvature,0.0,
864,GD,coherence,0.0,
865,FFD,entropy,0.0,
865,FFD,curvature,0.0,
865,FFD,coherence,0.0,
865,GD,entropy,0.0,
865,GD,curvature,0.0,
865,GD,coherence,0.0,
866,FFD,entropy,0.0,
866,FFD,curvature,0.0,
866,FFD,coherence,0.0,
866,GD,entropy,0.0,
866,GD,curvature,0.0,
866,GD,coherence,0.0,
867,FFD,entropy,0.0,
867,FFD,curvature,0.0,
867,FFD,coherence,0.0,
867,GD,entropy,0.0,
867,GD,curvature,0.0,
867,GD,coherence,0.0,
868,FFD,entropy,0.0,
868,FFD,curvature,0.0,
868,FFD,coherence,0.0,
868,GD,entropy,0.0,
868,GD,curvature,0.0,
868,GD,coherence,0.0,
869,FFD,entropy,0.0,
869,FFD,curvature,0.0,
869,FFD,coherence,0.0,
869,GD,entropy,0.0,
869,GD,curvature,0.0,
869,GD,coherence,0.0,
870,FFD,entropy,0.0,
870,FFD,curvature,0.0,
870,FFD,coherence,0.0,
870,GD,entropy,0.0,
870,GD,curvature,0.0,
870,GD,coherence,0.0,
871,FFD,entropy,0.0,
871,FFD,curvature,0.0,
871,FFD,coherence,0.0,
871,GD,entropy,0.0,
871,GD,curvature,0.0,
871,GD,coherence,0.0,
872,FFD,entropy,0.0,
872,FFD,curvature,0.0,
872,FFD,coherence,0.0,
872,GD,entropy,0.0,
872,GD,curvature,0.0,
872,GD,coherence,0.0,
873,FFD,entropy,0.0,
873,FFD,curvature,0.0,
873,FFD,coherence,0.0,
873,GD,entropy,0.0,
873,GD,curvature,0.0,
873,GD,coherence,0.0,
874,FFD,entropy,0.0,
874,FFD,curvature,0.0,
874,FFD,coherence,0.0,
874,GD,entropy,0.0,
874,GD,curvature,0.0,
874,GD,coherence,0.0,
875,FFD,entropy,0.0,
875,FFD,curvature,0.0,
875,FFD,coherence,0.0,
875,GD,entropy,0.0,
875,GD,curvature,0.0,
875,GD,coherence,0.0,
876,FFD,entropy,0.0,
876,FFD,curvature,0.0,
876,FFD,coherence,0.0,
876,GD,entropy,0.0,
876,GD,curvature,0.0,
876,GD,coherence,0.0,
877,FFD,entropy,0.0,
877,FFD,curvature,0.0,
877,FFD,coherence,0.0,
877,GD,entropy,0.0,
877,GD,curvature,0.0,
877,GD,coherence,0.0,
878,FFD,entropy,0.0,
878,FFD,curvature,0.0,
878,FFD,coherence,0.0,
878,GD,entropy,0.0,
878,GD,curvature,0.0,
878,GD,coherence,0.0,
879,FFD,entropy,0.0,
879,FFD,curvature,0.0,
879,FFD,coherence,0.0,
879,GD,entropy,0.0,
879,GD,curvature,0.0,
879,GD,coherence,0.0,
880,FFD,entropy,0.0,
880,FFD,curvature,0.0,
880,FFD,coherence,0.0,
880,GD,entropy,0.0,
880,GD,curvature,0.0,
880,GD,coherence,0.0,
881,FFD,entropy,0.0,
881,FFD,curvature,0.0,
881,FFD,coherence,0.0,
881,GD,entropy,0.0,
881,GD,curvature,0.0,
881,GD,coherence,0.0,
882,FFD,entropy,0.0,
882,FFD,curvature,0.0,
882,FFD,coherence,0.0,
882,GD,entropy,0.0,
882,GD,curvature,0.0,
882,GD,coherence,0.0,
883,FFD,entropy,0.0,
883,FFD,curvature,0.0,
883,FFD,coherence,0.0,
883,GD,entropy,0.0,
883,GD,curvature,0.0,
883,GD,coherence,0.0,
884,FFD,entropy,0.0,
884,FFD,curvature,0.0,
884,FFD,coherence,0.0,
884,GD,entropy,0.0,
884,GD,curvature,0.0,
884,GD,coherence,0.0,
885,FFD,entropy,0.0,
885,FFD,curvature,0.0,
885,FFD,coherence,0.0,
885,GD,entropy,0.0,
885,GD,curvature,0.0,
885,GD,coherence,0.0,
886,FFD,entropy,0.0,
886,FFD,curvature,0.0,
886,FFD,coherence,0.0,
886,GD,entropy,0.0,
886,GD,curvature,0.0,
886,GD,coherence,0.0,
887,FFD,entropy,0.0,
887,FFD,curvature,0.0,
887,FFD,coherence,0.0,
887,GD,entropy,0.0,
887,GD,curvature,0.0,
887,GD,coherence,0.0,
888,FFD,entropy,0.0,
888,FFD,curvature,0.0,
888,FFD,coherence,0.0,
888,GD,entropy,0.0,
888,GD,curvature,0.0,
888,GD,coherence,0.0,
889,FFD,entropy,0.0,
889,FFD,curvature,0.0,
889,FFD,coherence,0.0,
889,GD,entropy,0.0,
889,GD,curvature,0.0,
889,GD,coherence,0.0,
890,FFD,entropy,0.0,
890,FFD,curvature,0.0,
890,FFD,coherence,0.0,
890,GD,entropy,0.0,
890,GD,curvature,0.0,
890,GD,coherence,0.0,
891,FFD,entropy,0.0,
891,FFD,curvature,0.0,
891,FFD,coherence,0.0,
891,GD,entropy,0.0,
891,GD,curvature,0.0,
891,GD,coherence,0.0,
892,FFD,entropy,0.0,
892,FFD,curvature,0.0,
892,FFD,coherence,0.0,
892,GD,entropy,0.0,
892,GD,curvature,0.0,
892,GD,coherence,0.0,
893,FFD,entropy,0.0,
893,FFD,curvature,0.0,
893,FFD,coherence,0.0,
893,GD,entropy,0.0,
893,GD,curvature,0.0,
893,GD,coherence,0.0,
894,FFD,entropy,0.0,
894,FFD,curvature,0.0,
894,FFD,coherence,0.0,
894,GD,entropy,0.0,
894,GD,curvature,0.0,
894,GD,coherence,0.0,
895,FFD,entropy,0.0,
895,FFD,curvature,0.0,
895,FFD,coherence,0.0,
895,GD,entropy,0.0,
895,GD,curvature,0.0,
895,GD,coherence,0.0,
896,FFD,entropy,0.0,
896,FFD,curvature,0.0,
896,FFD,coherence,0.0,
896,GD,entropy,0.0,
896,GD,curvature,0.0,
896,GD,coherence,0.0,
897,FFD,entropy,0.0,
897,FFD,curvature,0.0,
897,FFD,coherence,0.0,
897,GD,entropy,0.0,
897,GD,curvature,0.0,
897,GD,coherence,0.0,
898,FFD,entropy,0.0,
898,FFD,curvature,0.0,
898,FFD,coherence,0.0,
898,GD,entropy,0.0,
898,GD,curvature,0.0,
898,GD,coherence,0.0,
899,FFD,entropy,0.0,
899,FFD,curvature,0.0,
899,FFD,coherence,0.0,
899,GD,entropy,0.0,
899,GD,curvature,0.0,
899,GD,coherence,0.0,
900,FFD,entropy,0.0,
900,FFD,curvature,0.0,
900,FFD,coherence,0.0,
900,GD,entropy,0.0,
900,GD,curvature,0.0,
900,GD,coherence,0.0,
901,FFD,entropy,0.0,
901,FFD,curvature,0.0,
901,FFD,coherence,0.0,
901,GD,entropy,0.0,
901,GD,curvature,0.0,
901,GD,coherence,0.0,
902,FFD,entropy,0.0,
902,FFD,curvature,0.0,
902,FFD,coherence,0.0,
902,GD,entropy,0.0,
902,GD,curvature,0.0,
902,GD,coherence,0.0,
903,FFD,entropy,0.0,
903,FFD,curvature,0.0,
903,FFD,coherence,0.0,
903,GD,entropy,0.0,
903,GD,curvature,0.0,
903,GD,coherence,0.0,
904,FFD,entropy,0.0,
904,FFD,curvature,0.0,
904,FFD,coherence,0.0,
904,GD,entropy,0.0,
904,GD,curvature,0.0,
904,GD,coherence,0.0,
905,FFD,entropy,0.0,
905,FFD,curvature,0.0,
905,FFD,coherence,0.0,
905,GD,entropy,0.0,
905,GD,curvature,0.0,
905,GD,coherence,0.0,
906,FFD,entropy,0.0,
906,FFD,curvature,0.0,
906,FFD,coherence,0.0,
906,GD,entropy,0.0,
906,GD,curvature,0.0,
906,GD,coherence,0.0,
907,FFD,entropy,0.0,
907,FFD,curvature,0.0,
907,FFD,coherence,0.0,
907,GD,entropy,0.0,
907,GD,curvature,0.0,
907,GD,coherence,0.0,
908,FFD,entropy,0.0,
908,FFD,curvature,0.0,
908,FFD,coherence,0.0,
908,GD,entropy,0.0,
908,GD,curvature,0.0,
908,GD,coherence,0.0,
909,FFD,entropy,0.0,
909,FFD,curvature,0.0,
909,FFD,coherence,0.0,
909,GD,entropy,0.0,
909,GD,curvature,0.0,
909,GD,coherence,0.0,
910,FFD,entropy,0.0,
910,FFD,curvature,0.0,
910,FFD,coherence,0.0,
910,GD,entropy,0.0,
910,GD,curvature,0.0,
910,GD,coherence,0.0,
911,FFD,entropy,0.0,
911,FFD,curvature,0.0,
911,FFD,coherence,0.0,
911,GD,entropy,0.0,
911,GD,curvature,0.0,
911,GD,coherence,0.0,
912,FFD,entropy,0.0,
912,FFD,curvature,0.0,
912,FFD,coherence,0.0,
912,GD,entropy,0.0,
912,GD,curvature,0.0,
912,GD,coherence,0.0,
913,FFD,entropy,0.0,
913,FFD,curvature,0.0,
913,FFD,coherence,0.0,
913,GD,entropy,0.0,
913,GD,curvature,0.0,
913,GD,coherence,0.0,
914,FFD,entropy,0.0,
914,FFD,curvature,0.0,
914,FFD,coherence,0.0,
914,GD,entropy,0.0,
914,GD,curvature,0.0,
914,GD,coherence,0.0,
915,FFD,entropy,0.0,
915,FFD,curvature,0.0,
915,FFD,coherence,0.0,
915,GD,entropy,0.0,
915,GD,curvature,0.0,
915,GD,coherence,0.0,
916,FFD,entropy,0.0,
916,FFD,curvature,0.0,
916,FFD,coherence,0.0,
916,GD,entropy,0.0,
916,GD,curvature,0.0,
916,GD,coherence,0.0,
917,FFD,entropy,0.0,
917,FFD,curvature,0.0,
917,FFD,coherence,0.0,
917,GD,entropy,0.0,
917,GD,curvature,0.0,
917,GD,coherence,0.0,
918,FFD,entropy,0.0,
918,FFD,curvature,0.0,
918,FFD,coherence,0.0,
918,GD,entropy,0.0,
918,GD,curvature,0.0,
918,GD,coherence,0.0,
919,FFD,entropy,0.0,
919,FFD,curvature,0.0,
919,FFD,coherence,0.0,
919,GD,entropy,0.0,
919,GD,curvature,0.0,
919,GD,coherence,0.0,
920,FFD,entropy,0.0,
920,FFD,curvature,0.0,
920,FFD,coherence,0.0,
920,GD,entropy,0.0,
920,GD,curvature,0.0,
920,GD,coherence,0.0,
921,FFD,entropy,0.0,
921,FFD,curvature,0.0,
921,FFD,coherence,0.0,
921,GD,entropy,0.0,
921,GD,curvature,0.0,
921,GD,coherence,0.0,
922,FFD,entropy,0.0,
922,FFD,curvature,0.0,
922,FFD,coherence,0.0,
922,GD,entropy,0.0,
922,GD,curvature,0.0,
922,GD,coherence,0.0,
923,FFD,entropy,0.0,
923,FFD,curvature,0.0,
923,FFD,coherence,0.0,
923,GD,entropy,0.0,
923,GD,curvature,0.0,
923,GD,coherence,0.0,
924,FFD,entropy,0.0,
924,FFD,curvature,0.0,
924,FFD,coherence,0.0,
924,GD,entropy,0.0,
924,GD,curvature,0.0,
924,GD,coherence,0.0,
925,FFD,entropy,0.0,
925,FFD,curvature,0.0,
925,FFD,coherence,0.0,
925,GD,entropy,0.0,
925,GD,curvature,0.0,
925,GD,coherence,0.0,
926,FFD,entropy,0.0,
926,FFD,curvature,0.0,
926,FFD,coherence,0.0,
926,GD,entropy,0.0,
926,GD,curvature,0.0,
926,GD,coherence,0.0,
927,FFD,entropy,0.0,
927,FFD,curvature,0.0,
927,FFD,coherence,0.0,
927,GD,entropy,0.0,
927,GD,curvature,0.0,
927,GD,coherence,0.0,
928,FFD,entropy,0.0,
928,FFD,curvature,0.0,
928,FFD,coherence,0.0,
928,GD,entropy,0.0,
928,GD,curvature,0.0,
928,GD,coherence,0.0,
929,FFD,entropy,0.0,
929,FFD,curvature,0.0,
929,FFD,coherence,0.0,
929,GD,entropy,0.0,
929,GD,curvature,0.0,
929,GD,coherence,0.0,
930,FFD,entropy,0.0,
930,FFD,curvature,0.0,
930,FFD,coherence,0.0,
930,GD,entropy,0.0,
930,GD,curvature,0.0,
930,GD,coherence,0.0,
931,FFD,entropy,0.0,
931,FFD,curvature,0.0,
931,FFD,coherence,0.0,
931,GD,entropy,0.0,
931,GD,curvature,0.0,
931,GD,coherence,0.0,
932,FFD,entropy,0.0,
932,FFD,curvature,0.0,
932,FFD,coherence,0.0,
932,GD,entropy,0.0,
932,GD,curvature,0.0,
932,GD,coherence,0.0,
933,FFD,entropy,0.0,
933,FFD,curvature,0.0,
933,FFD,coherence,0.0,
933,GD,entropy,0.0,
933,GD,curvature,0.0,
933,GD,coherence,0.0,
934,FFD,entropy,0.0,
934,FFD,curvature,0.0,
934,FFD,coherence,0.0,
934,GD,entropy,0.0,
934,GD,curvature,0.0,
934,GD,coherence,0.0,
935,FFD,entropy,0.0,
935,FFD,curvature,0.0,
935,FFD,coherence,0.0,
935,GD,entropy,0.0,
935,GD,curvature,0.0,
935,GD,coherence,0.0,
936,FFD,entropy,0.0,
936,FFD,curvature,0.0,
936,FFD,coherence,0.0,
936,GD,entropy,0.0,
936,GD,curvature,0.0,
936,GD,coherence,0.0,
937,FFD,entropy,0.0,
937,FFD,curvature,0.0,
937,FFD,coherence,0.0,
937,GD,entropy,0.0,
937,GD,curvature,0.0,
937,GD,coherence,0.0,
938,FFD,entropy,0.0,
938,FFD,curvature,0.0,
938,FFD,coherence,0.0,
938,GD,entropy,0.0,
938,GD,curvature,0.0,
938,GD,coherence,0.0,
939,FFD,entropy,0.0,
939,FFD,curvature,0.0,
939,FFD,coherence,0.0,
939,GD,entropy,0.0,
939,GD,curvature,0.0,
939,GD,coherence,0.0,
940,FFD,entropy,0.0,
940,FFD,curvature,0.0,
940,FFD,coherence,0.0,
940,GD,entropy,0.0,
940,GD,curvature,0.0,
940,GD,coherence,0.0,
941,FFD,entropy,0.0,
941,FFD,curvature,0.0,
941,FFD,coherence,0.0,
941,GD,entropy,0.0,
941,GD,curvature,0.0,
941,GD,coherence,0.0,
942,FFD,entropy,0.0,
942,FFD,curvature,0.0,
942,FFD,coherence,0.0,
942,GD,entropy,0.0,
942,GD,curvature,0.0,
942,GD,coherence,0.0,
943,FFD,entropy,0.0,
943,FFD,curvature,0.0,
943,FFD,coherence,0.0,
943,GD,entropy,0.0,
943,GD,curvature,0.0,
943,GD,coherence,0.0,
944,FFD,entropy,0.0,
944,FFD,curvature,0.0,
944,FFD,coherence,0.0,
944,GD,entropy,0.0,
944,GD,curvature,0.0,
944,GD,coherence,0.0,
945,FFD,entropy,0.0,
945,FFD,curvature,0.0,
945,FFD,coherence,0.0,
945,GD,entropy,0.0,
945,GD,curvature,0.0,
945,GD,coherence,0.0,
946,FFD,entropy,0.0,
946,FFD,curvature,0.0,
946,FFD,coherence,0.0,
946,GD,entropy,0.0,
946,GD,curvature,0.0,
946,GD,coherence,0.0,
947,FFD,entropy,0.0,
947,FFD,curvature,0.0,
947,FFD,coherence,0.0,
947,GD,entropy,0.0,
947,GD,curvature,0.0,
947,GD,coherence,0.0,
948,FFD,entropy,0.0,
948,FFD,curvature,0.0,
948,FFD,coherence,0.0,
948,GD,entropy,0.0,
948,GD,curvature,0.0,
948,GD,coherence,0.0,
949,FFD,entropy,0.0,
949,FFD,curvature,0.0,
949,FFD,coherence,0.0,
949,GD,entropy,0.0,
949,GD,curvature,0.0,
949,GD,coherence,0.0,
950,FFD,entropy,0.0,
950,FFD,curvature,0.0,
950,FFD,coherence,0.0,
950,GD,entropy,0.0,
950,GD,curvature,0.0,
950,GD,coherence,0.0,
951,FFD,entropy,0.0,
951,FFD,curvature,0.0,
951,FFD,coherence,0.0,
951,GD,entropy,0.0,
951,GD,curvature,0.0,
951,GD,coherence,0.0,
952,FFD,entropy,0.0,
952,FFD,curvature,0.0,
952,FFD,coherence,0.0,
952,GD,entropy,0.0,
952,GD,curvature,0.0,
952,GD,coherence,0.0,
953,FFD,entropy,0.0,
953,FFD,curvature,0.0,
953,FFD,coherence,0.0,
953,GD,entropy,0.0,
953,GD,curvature,0.0,
953,GD,coherence,0.0,
954,FFD,entropy,0.0,
954,FFD,curvature,0.0,
954,FFD,coherence,0.0,
954,GD,entropy,0.0,
954,GD,curvature,0.0,
954,GD,coherence,0.0,
955,FFD,entropy,0.0,
955,FFD,curvature,0.0,
955,FFD,coherence,0.0,
955,GD,entropy,0.0,
955,GD,curvature,0.0,
955,GD,coherence,0.0,
956,FFD,entropy,0.0,
956,FFD,curvature,0.0,
956,FFD,coherence,0.0,
956,GD,entropy,0.0,
956,GD,curvature,0.0,
956,GD,coherence,0.0,
957,FFD,entropy,0.0,
957,FFD,curvature,0.0,
957,FFD,coherence,0.0,
957,GD,entropy,0.0,
957,GD,curvature,0.0,
957,GD,coherence,0.0,
958,FFD,entropy,0.0,
958,FFD,curvature,0.0,
958,FFD,coherence,0.0,
958,GD,entropy,0.0,
958,GD,curvature,0.0,
958,GD,coherence,0.0,
959,FFD,entropy,0.0,
959,FFD,curvature,0.0,
959,FFD,coherence,0.0,
959,GD,entropy,0.0,
959,GD,curvature,0.0,
959,GD,coherence,0.0,
960,FFD,entropy,0.0,
960,FFD,curvature,0.0,
960,FFD,coherence,0.0,
960,GD,entropy,0.0,
960,GD,curvature,0.0,
960,GD,coherence,0.0,
961,FFD,entropy,0.0,
961,FFD,curvature,0.0,
961,FFD,coherence,0.0,
961,GD,entropy,0.0,
961,GD,curvature,0.0,
961,GD,coherence,0.0,
962,FFD,entropy,0.0,
962,FFD,curvature,0.0,
962,FFD,coherence,0.0,
962,GD,entropy,0.0,
962,GD,curvature,0.0,
962,GD,coherence,0.0,
963,FFD,entropy,0.0,
963,FFD,curvature,0.0,
963,FFD,coherence,0.0,
963,GD,entropy,0.0,
963,GD,curvature,0.0,
963,GD,coherence,0.0,
964,FFD,entropy,0.0,
964,FFD,curvature,0.0,
964,FFD,coherence,0.0,
964,GD,entropy,0.0,
964,GD,curvature,0.0,
964,GD,coherence,0.0,
965,FFD,entropy,0.0,
965,FFD,curvature,0.0,
965,FFD,coherence,0.0,
965,GD,entropy,0.0,
965,GD,curvature,0.0,
965,GD,coherence,0.0,
966,FFD,entropy,0.0,
966,FFD,curvature,0.0,
966,FFD,coherence,0.0,
966,GD,entropy,0.0,
966,GD,curvature,0.0,
966,GD,coherence,0.0,
967,FFD,entropy,0.0,
967,FFD,curvature,0.0,
967,FFD,coherence,0.0,
967,GD,entropy,0.0,
967,GD,curvature,0.0,
967,GD,coherence,0.0,
968,FFD,entropy,0.0,
968,FFD,curvature,0.0,
968,FFD,coherence,0.0,
968,GD,entropy,0.0,
968,GD,curvature,0.0,
968,GD,coherence,0.0,
969,FFD,entropy,0.0,
969,FFD,curvature,0.0,
969,FFD,coherence,0.0,
969,GD,entropy,0.0,
969,GD,curvature,0.0,
969,GD,coherence,0.0,
970,FFD,entropy,0.0,
970,FFD,curvature,0.0,
970,FFD,coherence,0.0,
970,GD,entropy,0.0,
970,GD,curvature,0.0,
970,GD,coherence,0.0,
971,FFD,entropy,0.0,
971,FFD,curvature,0.0,
971,FFD,coherence,0.0,
971,GD,entropy,0.0,
971,GD,curvature,0.0,
971,GD,coherence,0.0,
972,FFD,entropy,0.0,
972,FFD,curvature,0.0,
972,FFD,coherence,0.0,
972,GD,entropy,0.0,
972,GD,curvature,0.0,
972,GD,coherence,0.0,
973,FFD,entropy,0.0,
973,FFD,curvature,0.0,
973,FFD,coherence,0.0,
973,GD,entropy,0.0,
973,GD,curvature,0.0,
973,GD,coherence,0.0,
974,FFD,entropy,0.0,
974,FFD,curvature,0.0,
974,FFD,coherence,0.0,
974,GD,entropy,0.0,
974,GD,curvature,0.0,
974,GD,coherence,0.0,
975,FFD,entropy,0.0,
975,FFD,curvature,0.0,
975,FFD,coherence,0.0,
975,GD,entropy,0.0,
975,GD,curvature,0.0,
975,GD,coherence,0.0,
976,FFD,entropy,0.0,
976,FFD,curvature,0.0,
976,FFD,coherence,0.0,
976,GD,entropy,0.0,
976,GD,curvature,0.0,
976,GD,coherence,0.0,
977,FFD,entropy,0.0,
977,FFD,curvature,0.0,
977,FFD,coherence,0.0,
977,GD,entropy,0.0,
977,GD,curvature,0.0,
977,GD,coherence,0.0,
978,FFD,entropy,0.0,
978,FFD,curvature,0.0,
978,FFD,coherence,0.0,
978,GD,entropy,0.0,
978,GD,curvature,0.0,
978,GD,coherence,0.0,
979,FFD,entropy,0.0,
979,FFD,curvature,0.0,
979,FFD,coherence,0.0,
979,GD,entropy,0.0,
979,GD,curvature,0.0,
979,GD,coherence,0.0,
980,FFD,entropy,0.0,
980,FFD,curvature,0.0,
980,FFD,coherence,0.0,
980,GD,entropy,0.0,
980,GD,curvature,0.0,
980,GD,coherence,0.0,
981,FFD,entropy,0.0,
981,FFD,curvature,0.0,
981,FFD,coherence,0.0,
981,GD,entropy,0.0,
981,GD,curvature,0.0,
981,GD,coherence,0.0,
982,FFD,entropy,0.0,
982,FFD,curvature,0.0,
982,FFD,coherence,0.0,
982,GD,entropy,0.0,
982,GD,curvature,0.0,
982,GD,coherence,0.0,
983,FFD,entropy,0.0,
983,FFD,curvature,0.0,
983,FFD,coherence,0.0,
983,GD,entropy,0.0,
983,GD,curvature,0.0,
983,GD,coherence,0.0,
984,FFD,entropy,0.0,
984,FFD,curvature,0.0,
984,FFD,coherence,0.0,
984,GD,entropy,0.0,
984,GD,curvature,0.0,
984,GD,coherence,0.0,
985,FFD,entropy,0.0,
985,FFD,curvature,0.0,
985,FFD,coherence,0.0,
985,GD,entropy,0.0,
985,GD,curvature,0.0,
985,GD,coherence,0.0,
986,FFD,entropy,0.0,
986,FFD,curvature,0.0,
986,FFD,coherence,0.0,
986,GD,entropy,0.0,
986,GD,curvature,0.0,
986,GD,coherence,0.0,
987,FFD,entropy,0.0,
987,FFD,curvature,0.0,
987,FFD,coherence,0.0,
987,GD,entropy,0.0,
987,GD,curvature,0.0,
987,GD,coherence,0.0,
988,FFD,entropy,0.0,
988,FFD,curvature,0.0,
988,FFD,coherence,0.0,
988,GD,entropy,0.0,
988,GD,curvature,0.0,
